,HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
1197,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,316371
1198,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,318584
1200,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,209442
1201,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,173893
1202,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,135840
1204,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,433628
1205,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,442477
1206,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,192035
1207,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,97345
1209,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105840
1211,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,210619
1213,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,307079
1214,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,269911
1215,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,446902
1217,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,250442
1219,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,115044
1221,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,97345
1222,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,183185
1223,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,52212
1224,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,169026
1225,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,134513
1227,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,337168
1228,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,119469
1229,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,265486
1230,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,345132
1231,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,124778
1233,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,267256
1234,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,250176
1235,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,128318
1236,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,86725
1237,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,265486
1238,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,242477
1239,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,101769
1240,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,230088
1242,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,234513
1243,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,226548
1246,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,53097
1247,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,185840
1250,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,247787
1252,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,243362
1253,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,240707
1254,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,112831
1257,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,181858
1258,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,256637
1259,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,163716
1261,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,345132
1263,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,265486
1265,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,296460
1266,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,327433
1267,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,201566
1270,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,48672
1273,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,161061
1274,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,433628
1276,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,203539
1277,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,106194
1278,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,287610
1279,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,420353
1280,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,100000
1282,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,167256
1285,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262831
1287,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,187610
1288,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,191150
1289,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,228318
1290,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,373893
1293,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,323008
1294,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,265486
1295,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,526548
1297,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,191150
1298,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,187610
1299,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,327433
1301,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,167256
1303,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,115044
1304,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,234513
1305,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,63716
1306,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,37168
1307,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,498,44690
1308,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,178761
1309,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,345132
1310,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,238938
1311,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,330088
1312,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,158407
1316,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,318584
1318,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,57522
1319,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,53982
1321,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,184070
1322,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,57522
1323,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,162831
1324,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,318584
1325,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,491150
1327,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,305309
1328,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,274336
1329,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,181415
1330,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,260176
1331,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,56637
1334,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,146902
1335,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,210619
1336,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,212389
1338,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,268141
1340,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,85840
1344,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,221238
1345,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,281858
1347,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,279646
1350,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,100884
1351,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,362831
1352,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,242300
1353,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,402654
1356,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,191150
1357,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,252212
1358,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,253982
1360,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,104867
1361,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,158407
1362,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,179646
1363,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,137168
1364,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,175221
1366,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,71681
1368,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,380530
1369,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,192035
1371,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,238053
1372,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,446902
1373,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,68584
1376,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,232743
1377,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,265486
1380,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,227433
1381,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,131858
1382,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,1980,9,736,61946
1383,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,237168
1385,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,145132
1386,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,110619
1390,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,261061
1392,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,236283
1395,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,256637
1397,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,215929
1398,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,153539
1399,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,243362
1400,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,125221
1402,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,221238
1404,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,277876
1405,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,255442
1407,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,249557
1408,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,280973
1409,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,350884
1410,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,176991
1412,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,129646
1413,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,148672
1414,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,287610
1415,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,210619
1416,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,210619
1417,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,464601
1418,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,171238
1419,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,415929
1420,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,411504
1423,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,160176
1427,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,356637
1430,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,71238
1431,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,358407
1432,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,153097
1433,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,120796
1434,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,67256
1438,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,219469
1439,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,218584
1440,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,504424
1443,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,254867
1445,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,389380
1446,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,320353
1448,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,83902
1449,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,93805
1450,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,245132
1451,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,218584
1452,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,324778
1453,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,163716
1454,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,234513
1455,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,340707
1456,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,266371
1458,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,168141
1460,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,244690
1461,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,200000
1465,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,407424
1467,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,250442
1468,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,208849
1469,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,256637
1470,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,307964
1471,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,339823
1472,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,236283
1473,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,78318
1474,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,83628
1477,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,312389
1479,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,184070
1480,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,164601
1481,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,205309
1482,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,419469
1485,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,345132
1487,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,163716
1488,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,163716
1489,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,104424
1490,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,132743
1491,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,158407
1492,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,346017
1494,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,106194
1495,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,181415
1496,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,117699
1497,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,221238
1498,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,242477
1499,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,165929
1501,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,295575
1502,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,250442
1504,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,283185
1505,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,139823
1506,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,323008
1508,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,157522
1510,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,191150
1512,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,82300
1515,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,360176
1516,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,209734
1517,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,146017
1518,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,307079
1520,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,266814
1521,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,68141
1523,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,60619
1524,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,250442
1525,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,58407
1527,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,265044
1528,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,157522
1529,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,73893
1530,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,307079
1531,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,367256
1532,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,323088
1534,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,221238
1537,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,154867
1541,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,221238
1542,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,135398
1543,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,162831
1544,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,216814
1545,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,225663
1546,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,63716
1549,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,383185
1550,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,101769
1554,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,333628
1556,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,300884
1557,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,281415
1560,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,62831
1561,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,157522
1562,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,270796
1564,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,317699
1565,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,438053
1566,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,194690
1568,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,380530
1572,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,296460
1573,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238053
1574,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,280530
1577,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,172566
1578,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,372566
1579,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,203539
1583,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,274336
1585,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,326548
1586,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,246017
1587,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,288053
1588,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,315929
1589,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,178761
1590,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,378761
1591,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,176991
1593,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,398230
1594,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,155752
1597,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,446017
1598,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,224778
1599,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,353982
1601,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,287610
1602,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,125663
1603,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,65486
1604,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,232743
1606,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,207964
1607,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,88318
1609,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,420353
1610,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,210265
1612,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,65929
1613,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,176991
1614,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,384955
1615,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,160176
1616,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,192920
1617,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,349115
1619,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,236283
1620,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,92920
1621,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,193805
1622,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,59115
1623,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,158407
1624,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,327433
1625,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,203539
1626,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,367256
1627,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262929
1628,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,315044
